,node1,node2,label
57134,218|217.207,228|218.217.207,2113
57135,218|217.207,217|218.217,2133
57136,218|217.207,219|218.217,3552
57137,214|213.214,215|214.213.214,2274
57138,214|213.214,213|214.213.214,2147
57139,214|213.214,204|214.213.214,2145
57140,214|213.214,224|214.213,2272
57141,236|237.227,226|236.237.227,3044
57142,236|237.227,246|236.237,2156
57143,236|237.227,235|236,3049
57144,236|237.227,237|236.237,3478
57145,218|217.216,228|218.217,2113
57146,218|217.216,219|218.217,3552
57147,226|225.235,227|226.225.235,3403
57148,226|225.235,216|226.225,2171
57149,226|225.235,225|226.225,2173
57150,226|225.235,236|226.225,2155
57151,210|211.221,219|210.211.221,3709
57152,210|211.221,220|210.211.221,3041
57153,210|211.221,200|210.211,3139
57154,210|211.221,211|210.211,3710
57155,211|201.191,210|211.201.191,3745
57156,211|201.191,201|211.201.191,3545
57157,211|201.191,212|211.201.191,3142
57158,211|201.191,221|211.201,3522
57159,208|218.219,209|208.218.219,3458
57160,208|218.219,207|208.218,1596
57161,208|218.219,218|208,3460
57162,208|218.219,198|208.218,3788
57163,228|229.239,218|228.229.239,2139
57164,228|229.239,238|228.229.239,2114
57165,228|229.239,227|228,2129
57166,228|229.239,229|228,2136
57167,208|218.208,218|208.218.208,3460
57168,208|218.208,209|208.218,3458
57169,208|218.208,198|208.218,3788
57170,208|218.208,207|208.218,1596
57171,237|247.237,227|237.247.237,3400
57172,237|247.237,247|237.247,3048
57173,237|247.237,236|237,3402
57174,237|247.237,238|237,3479
57175,239|230.240,229|239.230.240,3484
57176,239|230.240,238|239.230.240,2116
57177,239|230.240,249|239.230.240,2127
57178,239|230.240,230|239,3713
57179,217|218.219,207|217.218.219,2131
57180,217|218.219,227|217.218,2134
57181,217|218.219,218|217.218,2112
57182,217|218.219,216|217.218,3043
57183,238|237.227,248|238.237.227,2118
57184,238|237.227,237|238.237.227,3487
57185,238|237.227,239|238.237,2115
57186,238|237.227,228|238.237,2117
57187,247|257.247,248|247.257.247,2585
57188,247|257.247,246|247.257,2120
57189,247|257.247,237|247.257,3047
57190,247|257.247,257|247,2122
57191,247|237.247,237|247.237.247,3047
57192,247|237.247,248|247.237,2585
57193,247|237.247,257|247.237,2122
57194,247|237.247,246|247,2120
57195,227|217.218,237|227.217.218,3401
57196,227|217.218,217|227.217.218,2130
57197,227|217.218,226|227.217,2172
57198,227|217.218,228|227.217,2135
57199,238|228.227,237|238.228.227,3487
57200,238|228.227,228|238.228.227,2117
57201,238|228.227,239|238.228.227,2115
57202,238|228.227,248|238.228.227,2118
57203,249|239.229,239|249.239.229,3483
57204,249|239.229,259|249,2662
57205,249|239.229,248|249.239,2128
57206,249|239.229,240|249.239,3462
57207,229|219.209,228|229.219.209,2138
57208,229|219.209,239|229.219.209,2137
57209,229|219.209,219|229.219,3039
57210,229|219.209,220|229.219,3485
57211,228|227.226,238|228.227.226,2114
57212,228|227.226,229|228.227,2136
57213,236|237.238,237|236.237.238,3478
57214,236|237.238,226|236,3044
57215,236|237.238,246|236.237,2156
57216,236|237.238,235|236,3049
57217,217|218.217,218|217.218,2112
57218,249|248.258,239|249.248.258,3483
57219,249|248.258,248|249.248,2128
57220,249|248.258,240|249,3462
57221,249|248.258,259|249.248,2662
57222,230|239.249,239|230.239.249,3656
57223,230|239.249,231|230.239.249,3757
57224,230|239.249,240|230.239,3481
57225,230|239.249,220|230,3783
57226,209|199.209,219|209.199.209,3741
57227,209|199.209,199|209,3550
57228,209|199.209,208|209.199,1595
57229,209|199.209,200|209.199,1594
57230,229|219.210,219|229.219.210,3039
57231,229|219.210,239|229.219.210,2137
57232,229|219.210,220|229.219,3485
57233,229|219.210,228|229.219,2138
57234,237|247.257,238|237.247.257,3479
57235,237|247.257,247|237.247,3048
57236,237|247.257,236|237,3402
57237,237|247.257,227|237.247,3400
57238,220|229.219,229|220.229.219,3042
57239,220|229.219,221|220.229.219,3553
57240,220|229.219,210|220,3708
57241,220|229.219,230|220,3655
57242,217|227.226,227|217.227.226,2134
57243,217|227.226,216|217.227.226,3043
57244,217|227.226,207|217.227,2131
57245,217|227.226,218|217.227,2112
57246,228|229.228,227|228.229.228,2129
57247,228|229.228,238|228.229,2114
57248,228|229.228,229|228,2136
57249,228|229.228,218|228,2139
57250,238|248.247,228|238.248.247,2117
57251,238|248.247,248|238,2118
57252,248|249.239,249|248.249.239,3461
57253,248|249.239,247|248,2119
57254,248|249.239,258|248,2125
57255,248|249.239,238|248.249,2126
57256,239|249.248,249|239.249.248,2127
57257,239|249.248,238|239.249.248,2116
57258,239|249.248,229|239.249.248,3484
57259,239|249.248,230|239.249,3713
57260,239|230.231,249|239.230.231,2127
57261,239|230.231,229|239,3484
57262,239|230.231,230|239,3713
57263,239|230.231,238|239.230,2116
57264,220|210.211,229|220.210.211,3042
57265,220|210.211,230|220.210.211,3655
57266,220|210.211,210|220,3708
57267,220|210.211,221|220,3553
57268,239|238.239,249|239.238.239,2127
57269,239|238.239,230|239.238.239,3713
57270,239|238.239,238|239.238,2116
57271,239|238.239,229|239,3484
57272,239|249.239,249|239.249.239,2127
57273,239|249.239,238|239.249,2116
57274,239|249.239,230|239.249,3713
57275,239|249.239,229|239.249,3484
57276,240|241.231,249|240.241.231,3482
57277,240|241.231,250|240.241,3463
57278,240|241.231,230|240,3480
57279,240|241.231,241|240,3714
57280,248|258.248,247|248.258.248,2119
57281,248|258.248,249|248.258,3461
57282,248|258.248,238|248.258,2126
57283,248|258.248,258|248,2125
57284,246|236.237,247|246.236.237,2121
57285,246|236.237,236|246.236,2161
57286,246|236.237,245|246.236,2157
57287,246|236.237,256|246,2159
57288,257|267.268,247|257.267.268,3046
57289,257|267.268,256|257.267.268,3489
57290,257|267.268,267|257.267,3166
57291,257|267.268,258|257.267,2123
57292,257|267.257,247|257.267.257,3046
57293,257|267.257,258|257.267,2123
57294,257|267.257,256|257,3489
57295,257|267.257,267|257.267,3166
57296,237|236.226,227|237.236.226,3400
57297,237|236.226,247|237,3048
57298,237|236.226,238|237.236,3479
57299,237|236.226,236|237.236,3402
57300,238|237.236,248|238.237.236,2118
57301,238|237.236,239|238.237,2115
57302,230|240.249,239|230.240.249,3656
57303,230|240.249,220|230.240.249,3783
57304,230|240.249,231|230.240,3757
57305,230|240.249,240|230,3481
57306,249|259.269,240|249.259.269,3462
57307,249|259.269,248|249.259.269,2128
57308,249|259.269,259|249.259.269,2662
57309,249|259.269,239|249.259,3483
57310,238|239.249,239|238.239.249,2115
57311,238|239.249,237|238.239,3487
57312,238|239.249,228|238,2117
57313,238|239.249,248|238.239,2118
57314,237|238.237,247|237,3048
57315,237|238.237,227|237.238,3400
57316,227|217.227,228|227.217.227,2135
57317,227|217.227,237|227.217.227,3401
57318,227|217.227,217|227,2130
57319,227|217.227,226|227.217,2172
57320,229|219.218,228|229.219.218,2138
57321,229|219.218,220|229.219.218,3485
57322,229|219.218,239|229.219,2137
57323,229|219.218,219|229.219,3039
57324,230|231.221,239|230.231.221,3656
57325,230|231.221,220|230,3783
57326,230|231.221,231|230.231,3757
57327,230|231.221,240|230.231,3481
57328,249|240.249,248|249.240.249,2128
57329,249|240.249,259|249,2662
57330,249|240.249,240|249,3462
57331,249|240.249,239|249,3483
57332,249|248.247,248|249.248.247,2128
57333,249|248.247,239|249.248.247,3483
57334,249|248.247,259|249.248.247,2662
57335,249|248.247,240|249,3462
57336,238|248.249,248|238.248.249,2118
57337,238|248.249,239|238,2115
57338,238|248.249,237|238,3487
57339,238|248.249,228|238.248,2117
57340,248|247.246,258|248.247.246,2125
57341,248|247.246,249|248.247,3461
57342,258|257.247,257|258.257.247,3165
57343,258|257.247,259|258.257.247,2586
57344,258|257.247,248|258,2124
57345,258|257.247,268|258.257,3657
57346,247|248.238,237|247.248.238,3047
57347,247|248.238,257|247.248.238,2122
57348,247|248.238,246|247.248.238,2120
57349,247|248.238,248|247.248,2585
57350,247|246.245,237|247.246.245,3047
57351,247|246.245,248|247.246.245,2585
57352,247|246.245,246|247.246.245,2120
57353,247|246.245,257|247.246,2122
57354,269|268.267,268|269.268.267,2590
57355,269|268.267,260|269,2664
57356,269|268.267,259|269,2657
57357,269|268.267,279|269,2588
57358,247|257.258,257|247.257.258,2122
57359,247|257.258,248|247,2585
57360,247|257.258,237|247.257,3047
57361,247|257.258,246|247.257,2120
57362,247|257.256,257|247.257.256,2122
57363,247|257.256,248|247,2585
57364,247|257.256,237|247.257,3047
57365,247|257.256,246|247.257,2120
57366,250|260.250,259|250.260.250,2663
57367,250|260.250,260|250.260,2659
57368,250|260.250,240|250.260,3778
57369,250|260.250,251|250.260,3073
57370,258|259.250,259|258.259.250,2586
57371,258|259.250,248|258.259,2124
57372,258|259.250,257|258,3165
57373,258|259.250,268|258.259,3657
57374,269|279.278,259|269.279.278,2657
57375,269|279.278,279|269.279.278,2588
57376,269|279.278,268|269,2590
57377,269|279.278,260|269,2664
57378,249|248.238,259|249.248.238,2662
57379,249|248.238,239|249.248.238,3483
57380,249|248.238,240|249,3462
57381,249|248.238,248|249.248,2128
57382,258|268.269,259|258.268.269,2586
57383,258|268.269,268|258.268,3657
57384,258|268.269,248|258,2124
57385,258|268.269,257|258.268,3165
57386,258|248.247,248|258.248.247,2124
57387,258|248.247,257|258.248.247,3165
57388,258|248.247,268|258.248.247,3657
57389,258|248.247,259|258.248,2586
57390,238|248.258,239|238.248.258,2115
57391,238|248.258,228|238.248,2117
57392,238|248.258,237|238,3487
57393,238|248.258,248|238,2118
57394,230|220.210,240|230.220.210,3481
57395,230|220.210,220|230.220.210,3783
57396,230|220.210,231|230.220,3757
57397,230|220.210,239|230.220,3656
57398,238|248.238,248|238.248.238,2118
57399,238|248.238,237|238.248.238,3487
57400,238|248.238,228|238.248,2117
57401,238|248.238,239|238,2115
57402,266|256.266,256|266.256.266,3923
57403,266|256.266,276|266.256.266,2610
57404,266|256.266,267|266.256,3940
57405,266|256.266,265|266.256,3901
57406,246|256.246,236|246.256.246,2161
57407,246|256.246,256|246.256.246,2159
57408,246|256.246,245|246,2157
57409,246|256.246,247|246.256,2121
57410,237|238.228,227|237.238.228,3400
57411,237|238.228,238|237,3479
57412,237|238.228,236|237.238,3402
57413,237|238.228,247|237,3048
57414,235|225.224,236|235.225.224,3050
57415,235|225.224,225|235.225,2581
57416,235|225.224,245|235.225,2584
57417,235|225.224,234|235,2582
57418,235|245.255,236|235.245.255,3050
57419,235|245.255,245|235.245.255,2584
57420,235|245.255,225|235.245,2581
57421,235|245.255,234|235.245,2582
57422,226|227.217,236|226.227.217,2155
57423,226|227.217,216|226.227,2171
57424,226|227.217,225|226,2173
57425,226|227.217,227|226,3403
57426,268|278.288,267|268.278.288,3979
57427,268|278.288,258|268.278,3164
57428,268|278.288,269|268.278,3659
57429,268|278.288,278|268.278,2591
57430,266|256.257,256|266.256.257,3923
57431,266|256.257,265|266.256,3901
57432,266|256.257,267|266.256,3940
57433,266|256.257,276|266.256,2610
57434,259|249.259,258|259.249.259,3477
57435,259|249.259,250|259,2658
57436,259|249.259,249|259,2661
57437,259|249.259,269|259,2587
57438,228|229.219,238|228.229.219,2114
57439,228|229.219,229|228,2136
57440,228|229.219,227|228,2129
57441,228|229.219,218|228,2139
57442,267|257.258,266|267.257.258,3955
57443,267|257.258,268|267,3167
57444,267|257.258,257|267.257,3488
57445,267|257.258,277|267,3903
57446,265|264.274,255|265.264.274,3781
57447,265|264.274,264|265.264,2674
57448,265|264.274,275|265,3898
57449,265|264.274,266|265.264,2609
57450,256|246.256,255|256.246.256,3896
57451,256|246.256,246|256.246,2160
57452,256|246.256,257|256.246,3045
57453,256|246.256,266|256.246,3922
57454,247|246.247,246|247.246.247,2120
57455,247|246.247,237|247.246.247,3047
57456,247|246.247,257|247.246,2122
57457,247|246.247,248|247.246,2585
57458,247|246.256,246|247.246.256,2120
57459,247|246.256,257|247.246,2122
57460,247|246.256,248|247.246,2585
57461,247|246.256,237|247,3047
57462,247|246.236,246|247.246.236,2120
57463,247|246.236,257|247.246,2122
57464,247|246.236,237|247,3047
57465,247|246.236,248|247.246,2585
57466,245|244.254,244|245.244.254,2164
57467,245|244.254,246|245.244,2158
57468,245|244.254,235|245,2931
57469,245|244.254,255|245.244,2162
57470,234|224.234,244|234.224.234,3128
57471,234|224.234,235|234.224,2583
57472,234|224.234,233|234,2166
57473,234|224.234,224|234.224,2168
57474,234|235.236,244|234.235.236,3128
57475,234|235.236,224|234.235.236,2168
57476,234|235.236,235|234.235,2583
57477,234|235.236,233|234.235,2166
57478,254|244.243,244|254.244.243,3035
57479,254|244.243,255|254.244.243,2671
57480,254|244.243,253|254.244.243,3026
57481,254|244.243,264|254.244,2907
57482,234|235.234,235|234.235.234,2583
57483,234|235.234,244|234.235.234,3128
57484,234|235.234,224|234.235,2168
57485,234|235.234,233|234.235,2166
57486,245|255.245,235|245.255.245,2931
57487,245|255.245,244|245.255,2164
57488,245|255.245,255|245.255,2162
57489,245|255.245,246|245.255,2158
57490,236|246.236,235|236.246.236,3049
57491,236|246.236,246|236,2156
57492,236|246.236,237|236.246,3478
57493,236|246.236,226|236.246,3044
57494,256|266.265,255|256.266.265,3896
57495,256|266.265,266|256.266,3922
57496,256|266.265,257|256,3045
57497,256|266.265,246|256.266,2160
57498,245|235.234,255|245.235.234,2162
57499,245|235.234,235|245.235.234,2931
57500,245|235.234,244|245.235.234,2164
57501,245|235.234,246|245.235.234,2158
57502,238|239.230,237|238.239.230,3487
57503,238|239.230,228|238,2117
57504,238|239.230,239|238.239,2115
57505,238|239.230,248|238.239,2118
57506,245|255.256,235|245.255.256,2931
57507,245|255.256,255|245.255,2162
57508,245|255.256,246|245.255,2158
57509,245|255.256,244|245.255,2164
57510,236|235.234,226|236.235.234,3044
57511,236|235.234,237|236,3478
57512,236|235.234,246|236.235,2156
57513,236|235.234,235|236.235,3049
57514,236|226.236,226|236.226.236,3044
57515,236|226.236,235|236.226,3049
57516,236|226.236,246|236.226,2156
57517,236|226.236,237|236.226,3478
57518,238|228.229,248|238.228.229,2118
57519,238|228.229,239|238.228.229,2115
57520,238|228.229,228|238.228,2117
57521,238|228.229,237|238.228,3487
57522,258|259.269,257|258.259.269,3165
57523,258|259.269,259|258.259.269,2586
57524,258|259.269,268|258.259,3657
57525,258|259.269,248|258.259,2124
57526,256|266.276,257|256.266.276,3045
57527,256|266.276,255|256.266.276,3896
57528,256|266.276,266|256.266,3922
57529,256|266.276,246|256.266,2160
57530,258|268.258,248|258.268.258,2124
57531,258|268.258,257|258.268.258,3165
57532,258|268.258,268|258.268,3657
57533,258|268.258,259|258.268,2586
57534,256|255.265,255|256.255.265,3896
57535,256|255.265,266|256.255.265,3922
57536,256|255.265,246|256,2160
57537,256|255.265,257|256.255,3045
57538,245|255.265,255|245.255.265,2162
57539,245|255.265,246|245.255,2158
57540,245|255.265,235|245.255,2931
57541,245|255.265,244|245.255,2164
57542,265|255.265,266|265.255.265,2609
57543,265|255.265,275|265.255.265,3898
57544,265|255.265,264|265.255,2674
57545,265|255.265,255|265.255,3781
57546,268|267.268,267|268.267.268,3979
57547,268|267.268,278|268.267,2591
57548,268|267.268,258|268.267,3164
57549,268|267.268,269|268.267,3659
57550,247|248.258,248|247.248.258,2585
57551,247|248.258,246|247.248,2120
57552,247|248.258,257|247.248,2122
57553,247|248.258,237|247,3047
57554,268|278.268,269|268.278.268,3659
57555,268|278.268,267|268.278.268,3979
57556,268|278.268,258|268.278,3164
57557,268|278.268,278|268.278,2591
57558,279|278.277,278|279.278.277,3643
57559,279|278.277,270|279.278,3168
57560,279|278.277,269|279.278,2589
57561,279|278.277,289|279,2614
57562,257|258.248,267|257.258.248,3166
57563,257|258.248,247|257.258.248,3046
57564,257|258.248,256|257,3489
57565,257|258.248,258|257,2123
57566,248|238.237,249|248.238.237,3461
57567,248|238.237,247|248.238.237,2119
57568,248|238.237,258|248.238.237,2125
57569,248|238.237,238|248.238,2126
57570,257|247.246,258|257.247.246,2123
57571,257|247.246,247|257.247,3046
57572,257|247.246,267|257,3166
57573,257|247.246,256|257,3489
57574,247|257.267,248|247.257.267,2585
57575,247|257.267,246|247.257,2120
57576,247|257.267,237|247.257,3047
57577,247|257.267,257|247,2122
57578,246|247.248,247|246.247.248,2121
57579,246|247.248,256|246,2159
57580,246|247.248,236|246,2161
57581,246|247.248,245|246,2157
57582,250|259.250,259|250.259.250,2663
57583,250|259.250,251|250.259.250,3073
57584,250|259.250,240|250.259,3778
57585,250|259.250,260|250,2659
57586,259|258.268,250|259.258.268,2658
57587,259|258.268,269|259.258,2587
57588,259|258.268,258|259.258,3477
57589,259|258.268,249|259,2661
57590,258|257.256,259|258.257.256,2586
57591,258|257.256,268|258.257,3657
57592,277|287.288,267|277.287.288,3902
57593,277|287.288,278|277.287,2612
57594,277|287.288,287|277,3278
57595,277|287.288,276|277.287,2593
57596,259|250.240,258|259.250.240,3477
57597,259|250.240,250|259.250,2658
